# z[m]                Wz_trx/Z_0/L[1/(m^2*s]           Wz_try/Z_0/L[1/(m^2*s]       Wz_l/Z_0/L[1/(ms)]
         5025.36                   -359327                    -67902.6                               0
         5030.85                   -358525                      -67508                               0
         5036.35                   -353865                    -59390.3                               0
         5041.84                   -356262                    -65393.3                               0
         5047.34                   -354639                    -63347.8                               0
         5052.85                   -355283                    -65839.4                               0
         5058.35                   -350384                    -57236.7                               0
         5063.86                   -348096                    -53855.2                               0
         5069.37                   -353661                    -66185.7                               0
         5074.89                   -345154                    -50356.3                               0
          5080.4                   -345377                    -51994.1                               0
         5085.93                   -345374                    -53176.9                               0
         5091.45                   -349054                    -61726.2                               0
         5096.98                   -350732                    -66269.5                               0
         5102.51                   -345145                    -56273.5                               0
         5108.04                   -348016                    -63197.4                               0
         5113.57                   -343913                    -56166.5                               0
         5119.11                   -347935                      -65392                               0
         5124.65                   -340346                    -51381.9                               0
          5130.2                   -343256                    -58375.7                               0
         5135.75                   -338978                    -50987.6                               0
          5141.3                   -345875                    -65956.1                               0
         5146.85                   -341278                    -57923.7                               0
         5152.41                   -344177                    -64888.1                               0
         5157.97                   -337653                    -52997.2                               0
         5163.53                   -342063                      -62981                               0
          5169.1                   -338272                    -56553.6                               0
         5174.66                   -338149                      -57465                               0
         5180.24                   -333745                    -49808.1                               0
         5185.81                   -334184                    -51838.3                               0
         5191.39                   -340852                    -66328.9                               0
         5196.97                   -337425                      -60621                               0
         5202.55                   -338632                    -64181.5                               0
         5208.14                   -334098                      -56255                               0
         5213.73                   -338598                    -66399.5                               0
         5219.32                   -337565                    -65472.9                               0
         5224.92                   -329177                    -49828.5                               0
         5230.52                   -334667                    -61949.8                               0
         5236.12                   -333197                    -60142.5                               0
         5241.72                   -327689                    -50253.8                               0
         5247.33                   -330717                    -57442.3                               0
         5252.94                   -329766                    -56666.9                               0
         5258.55                   -326551                    -51360.6                               0
         5264.17                   -328447                    -56278.3                               0
         5269.79                   -328075                    -56657.6                               0
         5275.41                   -324459                    -50541.6                               0
         5281.04                   -327914                    -58574.3                               0
         5286.67                   -328105                    -60071.8                               0
          5292.3                   -322135                    -49240.8                               0
         5297.93                   -328743                    -63575.7                               0
         5303.57                   -328910                    -65020.2                               0
         5309.21                   -322345                    -52993.1                               0
         5314.85                   -327820                    -65055.2                               0
          5320.5                   -326148                    -62812.8                               0
         5326.15                   -325909                    -63437.5                               0
          5331.8                   -320869                    -54453.9                               0
         5337.46                   -318356                    -50524.5                               0
         5343.12                   -323056                    -61027.2                               0
         5348.78                   -317559                    -51123.1                               0
         5354.44                   -319677                    -56453.4                               0
         5360.11                   -315439                    -49064.1                               0
         5365.78                   -322983                    -65248.7                               0
         5371.46                   -320996                    -62359.3                               0
         5377.13                   -321672                    -64798.5                               0
         5382.81                   -313422                    -49374.5                               0
         5388.49                   -313434                    -50479.5                               0
         5394.18                   -312314                    -49319.5                               0
         5399.87                   -319430                    -64634.9                               0
         5405.56                   -317627                    -62102.5                               0
         5411.25                   -318493                    -64909.1                               0
         5416.95                   -309914                    -48816.8                               0
         5422.65                   -313022                    -56105.4                               0
         5428.36                   -309825                    -50776.7                               0
         5434.06                   -314082                    -60359.6                               0
         5439.77                   -308370                      -49996                               0
         5445.48                   -309717                    -53754.3                               0
          5451.2                   -313614                    -62611.8                               0
         5456.92                   -312672                    -61784.7                               0
         5462.64                   -313212                    -63923.4                               0
         5468.36                   -306861                    -52271.2                               0
         5474.09                   -312105                    -63815.9                               0
         5479.82                   -310861                    -62377.5                               0
         5485.56                   -303341                    -48381.8                               0
         5491.29                   -308074                    -58899.2                               0
         5497.03                   -306804                    -57403.3                               0
         5502.77                   -302277                    -49389.8                               0
         5508.52                   -304785                    -55449.5                               0
         5514.27                   -304056                      -55030                               0
         5520.02                   -301012                      -49978                               0
         5525.77                   -303149                    -55289.9                               0
         5531.53                   -302972                    -55971.1                               0
         5537.29                   -298874                    -48804.2                               0
         5543.06                   -303154                    -58398.3                               0
         5548.82                   -303449                    -60018.4                               0
         5554.59                   -297131                    -48403.6                               0
         5560.36                   -303956                    -63085.6                               0
         5566.14                   -303795                      -63786                               0
         5571.92                   -298622                      -54458                               0
          5577.7                   -301550                    -61336.8                               0
         5583.48                   -299308                      -57868                               0
         5589.27                   -301585                    -63440.9                               0
         5595.06                   -294194                    -49666.5                               0
         5600.86                   -292810                      -47911                               0
         5606.65                   -295665                    -54634.2                               0
         5612.45                   -295022                    -54356.7                               0
         5618.25                   -297419                    -60159.3                               0
         5624.06                   -292299                      -50921                               0
         5629.87                   -296962                    -61254.2                               0
         5635.68                   -293184                    -54696.3                               0
         5641.49                   -296394                    -62119.9                               0
         5647.31                   -289233                    -48789.9                               0
         5653.13                   -292160                    -55641.8                               0
         5658.96                   -288383                    -49080.2                               0
         5664.78                   -293959                    -61228.1                               0
         5670.61                   -289203                    -52704.1                               0
         5676.44                   -291853                      -58996                               0
         5682.28                   -288592                    -53457.9                               0
         5688.12                   -292447                    -62157.9                               0
         5693.96                   -289986                    -58216.3                               0
          5699.8                   -285288                    -49798.6                               0
         5705.65                   -284541                    -49285.1                               0
          5711.5                   -283184                    -47548.8                               0
         5717.36                   -289530                    -61222.8                               0
         5723.21                   -283503                    -50139.5                               0
         5729.07                   -284434                    -52975.4                               0
         5734.93                   -288084                    -61250.2                               0
          5740.8                   -286100                    -58251.1                               0
         5746.67                   -286516                    -60049.7                               0
         5752.54                   -283802                    -55585.7                               0
         5758.41                   -286486                    -61920.6                               0
         5764.29                   -286173                    -62257.3                               0
         5770.17                   -280651                    -52170.1                               0
         5776.05                   -285285                    -62402.9                               0
         5781.94                   -284792                    -62373.8                               0
         5787.83                   -279077                    -51894.3                               0
         5793.72                   -283731                    -62161.4                               0
         5799.62                   -283102                    -61854.8                               0
         5805.52                   -279044                    -54685.1                               0
         5811.42                   -281344                    -60236.6                               0
         5817.32                   -280076                    -58647.1                               0
         5823.23                   -280304                    -60048.1                               0
         5829.14                   -276661                    -53704.3                               0
         5835.05                   -274733                    -50787.2                               0
         5840.97                   -279505                    -61276.8                               0
         5846.89                   -271919                    -47037.8                               0
         5852.81                   -271814                    -47763.6                               0
         5858.74                   -272803                    -50677.7                               0
         5864.67                   -274666                    -55338.5                               0
          5870.6                   -276433                    -59805.8                               0
         5876.53                   -271293                    -50452.8                               0
         5882.47                   -275503                    -59804.4                               0
         5888.41                   -272281                    -54284.1                               0
         5894.35                   -275312                    -61275.7                               0
          5900.3                   -267725                    -47017.3                               0
         5906.25                   -269492                    -51474.7                               0
          5912.2                   -266712                    -46833.6                               0
         5918.16                   -273607                    -61547.2                               0
         5924.11                   -270724                    -56696.3                               0
         5930.08                   -272542                    -61247.3                               0
         5936.04                   -265153                    -47377.4                               0
         5942.01                   -268412                    -54809.9                               0
         5947.98                   -265188                    -49269.6                               0
         5953.95                   -268601                    -57007.6                               0
         5959.93                   -263619                    -47945.1                               0
         5965.91                   -265092                    -51798.2                               0
         5971.89                   -268158                    -58836.6                               0
         5977.88                   -268105                    -59631.1                               0
         5983.86                   -268409                    -61140.8                               0
         5989.85                   -261574                    -48362.9                               0
         5995.85                   -266514                    -59142.8                               0
         6001.85                   -264904                      -56817                               0
         6007.85                   -259645                    -47189.5                               0
         6013.85                   -261718                      -52229                               0
         6019.86                   -260411                    -50503.3                               0
         6025.87                   -260204                    -50978.2                               0
         6031.88                   -258465                    -48386.3                               0
         6037.89                   -257759                    -47857.6                               0
         6043.91                   -259992                    -53210.9                               0
         6049.93                   -256695                    -47494.8                               0
         6055.96                   -256305                    -47596.7                               0
         6061.99                   -258307                    -52480.8                               0
         6068.02                   -255872                    -48484.7                               0
         6074.05                   -255896                    -49408.8                               0
         6080.08                   -255290                      -49071                               0
         6086.12                   -256596                      -52557                               0
         6092.17                   -257255                    -54746.8                               0
         6098.21                   -252560                    -46220.5                               0
         6104.26                   -258608                    -59190.2                               0
         6110.31                   -258792                    -60423.6                               0
         6116.37                   -254063                    -51825.7                               0
         6122.42                   -256735                    -58035.9                               0
         6128.48                   -254404                    -54233.8                               0
         6134.55                   -257065                    -60416.4                               0
         6140.61                   -249747                    -46633.3                               0
         6146.68                   -249244                    -46482.5                               0
         6152.75                   -250200                    -49251.2                               0
         6158.83                   -252980                    -55665.5                               0
         6164.91                   -254639                    -59837.2                               0
         6170.99                   -251003                    -53412.9                               0
         6177.07                   -250593                    -53439.6                               0
         6183.16                   -247089                    -47276.3                               0
         6189.25                   -249859                    -53664.7                               0
         6195.34                   -248990                    -52769.7                               0
         6201.44                   -251849                    -59332.2                               0
         6207.54                   -248967                    -54407.4                               0
         6213.64                   -246472                    -50254.5                               0
         6219.75                   -243887                    -45919.1                               0
         6225.86                   -244181                    -47343.2                               0
         6231.97                   -249862                    -59543.7                               0
         6238.08                   -247729                    -56110.2                               0
          6244.2                   -248818                    -59119.7                               0
         6250.32                   -243165                    -48638.6                               0
         6256.44                   -247624                    -58388.8                               0
         6262.57                   -245885                    -55736.9                               0
          6268.7                   -240956                    -46699.1                               0
         6274.83                   -242206                    -50023.5                               0
         6280.97                   -240769                    -47971.6                               0
          6287.1                   -242706                    -52667.3                               0
         6293.24                   -238935                    -45941.3                               0
         6299.39                   -238398                      -45685                               0
         6305.54                   -243481                    -56670.8                               0
         6311.69                   -237640                    -45799.3                               0
         6317.84                   -237285                    -45901.7                               0
            6324                   -242758                    -57663.9                               0
         6330.16                   -236458                    -45867.9                               0
         6336.32                   -235987                    -45733.3                               0
         6342.48                   -240962                    -56494.3                               0
         6348.65                   -235096                    -45562.8                               0
         6354.82                   -234810                    -45794.4                               0
            6361                   -237687                    -52353.1                               0
         6367.17                   -234993                    -47764.5                               0
         6373.35                   -235594                      -49767                               0
         6379.54                   -233497                    -46368.2                               0
         6385.72                   -237565                    -55305.1                               0
         6391.91                   -238431                    -57831.9                               0
          6398.1                   -233259                    -48276.4                               0
          6404.3                   -237892                    -58337.6                               0
          6410.5                   -235979                    -55302.1                               0
          6416.7                   -237294                    -58721.1                               0
          6422.9                   -230905                    -46725.9                               0
         6429.11                   -229852                    -45405.4                               0
         6435.32                   -231465                    -49417.2                               0
         6441.53                   -233191                    -53653.3                               0
         6447.75                   -235107                    -58267.2                               0
         6453.97                   -231588                    -52007.2                               0
         6460.19                   -231440                    -52489.1                               0
         6466.42                   -228011                      -46405                               0
         6472.65                   -230504                    -52169.5                               0
         6478.88                   -230271                    -52477.8                               0
         6485.11                   -232852                    -58413.8                               0
         6491.35                   -230524                    -54528.1                               0
         6497.59                   -226894                    -48035.1                               0
         6503.83                   -225312                      -45637                               0
         6510.08                   -224904                    -45587.5                               0
         6516.33                   -231033                    -58616.8                               0
         6522.58                   -227598                    -52506.8                               0
         6528.83                   -229001                    -56077.8                               0
         6535.09                   -225914                    -50662.2                               0
         6541.35                   -229423                    -58441.6                               0
         6547.62                   -228498                    -57349.9                               0
         6553.88                   -221988                    -45080.7                               0
         6560.15                   -225689                    -53242.4                               0
         6566.43                   -224282                    -51179.3                               0
          6572.7                   -222007                    -47381.8                               0
         6578.98                   -222019                    -48155.4                               0
         6585.27                   -221187                    -47241.3                               0
         6591.55                   -222356                    -50328.3                               0
         6597.84                   -219980                    -46319.8                               0
         6604.13                   -219542                    -46190.5                               0
         6610.42                   -221499                    -50848.2                               0
         6616.72                   -218949                    -46488.9                               0
         6623.02                   -218820                    -46972.3                               0
         6629.32                   -219314                    -48701.6                               0
         6635.63                   -219051                    -48913.7                               0
         6641.94                   -219463                    -50474.7                               0
         6648.25                   -216533                    -45347.1                               0
         6654.57                   -220748                      -54514                               0
         6660.88                   -221360                    -56472.2                               0
         6667.21                   -216134                    -46747.1                               0
         6673.53                   -221300                    -57813.4                               0
         6679.86                   -220133                      -56206                               0
         6686.19                   -219685                    -56036.7                               0
         6692.52                   -215796                    -48981.5                               0
         6698.86                   -213789                    -45689.5                               0
          6705.2                   -217344                      -53525                               0
         6711.54                   -213924                      -47404                               0
         6717.88                   -216047                    -52373.3                               0
         6724.23                   -212261                    -45516.8                               0
         6730.58                   -217815                    -57345.1                               0
         6736.94                   -215271                    -52972.1                               0
         6743.29                   -217213                    -57572.6                               0
         6749.65                   -210463                    -44779.6                               0
         6756.02                   -212324                    -49215.9                               0
         6762.38                   -209834                      -44944                               0
         6768.75                   -215503                    -56994.8                               0
         6775.12                   -211921                    -50535.2                               0
          6781.5                   -214014                    -55429.9                               0
         6787.88                   -210018                    -48141.1                               0
         6794.26                   -213633                      -56076                               0
         6800.64                   -211424                    -52360.1                               0
         6807.03                   -208535                    -47279.6                               0
         6813.42                   -207292                    -45492.2                               0
         6819.81                   -206466                    -44538.7                               0
         6826.21                   -212064                    -56436.4                               0
         6832.61                   -207105                    -47210.3                               0
         6839.01                   -207937                    -49568.4                               0
         6845.41                   -210763                    -55915.5                               0
         6851.82                   -209331                    -53741.9                               0
         6858.23                   -209682                    -55134.8                               0
         6864.65                   -207499                    -51455.5                               0
         6871.06                   -209725                    -56597.8                               0
         6877.48                   -209523                    -56878.8                               0
         6883.91                   -205227                    -48969.3                               0
         6890.33                   -208911                    -57023.4                               0
         6896.76                   -208552                    -56986.9                               0
          6903.2                   -204278                    -49116.3                               0
         6909.63                   -207705                    -56652.9                               0
         6916.07                   -207152                    -56224.1                               0
         6922.51                   -204647                    -51890.9                               0
         6928.95                   -205528                      -54329                               0
          6935.4                   -204370                    -52685.4                               0
         6941.85                   -205763                    -56146.5                               0
          6948.3                   -201466                    -48219.8                               0
         6954.76                   -200022                    -46001.5                               0
         6961.22                   -204244                    -55117.4                               0
         6967.68                   -198587                    -44467.2                               0
         6974.15                   -199134                    -46228.5                               0
         6980.61                   -198496                    -45616.6                               0
         6987.08                   -202161                    -53615.1                               0
         6993.56                   -203224                    -56403.4                               0
         7000.04                   -199562                    -49738.5                               0
         7006.52                   -200731                    -52736.8                               0
            7013                   -197830                    -47592.1                               0
         7019.48                   -201001                    -54593.8                               0
         7025.97                   -196280                    -45803.9                               0
         7032.47                   -198724                    -51348.9                               0
         7038.96                   -195457                    -45466.9                               0
         7045.46                   -199991                    -55190.4                               0
         7051.96                   -196510                    -48877.1                               0
         7058.46                   -198880                    -54269.3                               0
         7064.97                   -195067                    -47288.5                               0
         7071.48                   -198373                    -54549.7                               0
         7077.99                   -195821                    -50090.4                               0
         7084.51                   -194758                    -48608.3                               0
         7091.03                   -192193                    -44119.5                               0
         7097.55                   -192288                    -44952.6                               0
         7104.08                   -197684                    -56389.7                               0
          7110.6                   -194655                    -50967.7                               0
         7117.13                   -195764                    -53826.5                               0
         7123.67                   -193507                    -49947.6                               0
         7130.21                   -196372                      -56316                               0
         7136.75                   -195917                    -56040.6                               0
         7143.29                   -189864                    -44563.1                               0
         7149.83                   -194256                    -53982.3                               0
         7156.38                   -193342                    -52784.8                               0
         7162.94                   -188724                    -44175.7                               0
         7169.49                   -191771                    -50900.2                               0
         7176.05                   -191179                    -50343.4                               0
         7182.61                   -188077                    -44761.6                               0
         7189.17                   -190421                    -50077.8                               0
         7195.74                   -190255                    -50369.4                               0
         7202.31                   -186928                    -44334.9                               0
         7208.88                   -190335                    -51772.5                               0
         7215.46                   -190549                    -52819.8                               0
         7222.04                   -185837                    -44011.8                               0
         7228.62                   -191056                    -55072.1                               0
          7235.2                   -191127                    -55830.5                               0
         7241.79                   -186725                    -47637.9                               0
         7248.38                   -190120                    -55043.4                               0
         7254.98                   -188807                    -53028.7                               0
         7261.57                   -189495                    -55017.8                               0
         7268.17                   -185090                      -46814                               0
         7274.78                   -183569                    -44379.2                               0
         7281.38                   -186894                    -51639.4                               0
         7287.99                   -183859                    -46174.8                               0
          7294.6                   -185658                    -50380.1                               0
         7301.22                   -182258                      -44180                               0
         7307.84                   -187719                    -55710.7                               0
         7314.46                   -185961                      -52795                               0
         7321.08                   -187113                    -55700.6                               0
         7327.71                   -180895                    -43859.1                               0
         7334.34                   -181520                    -45707.4                               0
         7340.97                   -180288                    -43840.4                               0
         7347.61                   -185881                      -55625                               0
         7354.25                   -184109                    -52675.8                               0
         7360.89                   -185250                    -55551.6                               0
         7367.53                   -179232                      -44104                               0
         7374.18                   -182009                    -50249.9                               0
         7380.83                   -179623                    -46065.9                               0
         7387.49                   -181961                    -51334.3                               0
         7394.14                   -178097                      -44189                               0
          7400.8                   -178972                    -46526.8                               0
         7407.47                   -182740                      -54651                               0
         7414.13                   -181398                    -52551.4                               0
          7420.8                   -182086                    -54510.4                               0
         7427.47                   -178241                    -47398.3                               0
         7434.15                   -181889                    -55278.5                               0
         7440.82                   -181230                    -54540.4                               0
         7447.51                   -175545                    -43742.6                               0
         7454.19                   -179553                    -52340.4                               0
         7460.88                   -178752                    -51312.3                               0
         7467.57                   -174773                    -43927.1                               0
         7474.26                   -177482                    -49920.7                               0
         7480.96                   -177045                    -49619.9                               0
         7487.65                   -174078                    -44254.1                               0
         7494.36                   -176581                    -49833.2                               0
         7501.06                   -176552                    -50342.9                               0
         7507.77                   -172936                      -43677                               0
         7514.48                   -176850                    -52075.7                               0
         7521.19                   -177111                    -53163.4                               0
         7527.91                   -172313                    -44127.2                               0
         7534.63                   -177440                    -54950.4                               0
         7541.35                   -177232                    -55094.9                               0
         7548.08                   -174052                    -49294.8                               0
         7554.81                   -175375                    -52500.8                               0
         7561.54                   -173711                    -49731.5                               0
         7568.27                   -176091                    -55050.9                               0
         7575.01                   -170366                    -44153.2                               0
         7581.75                   -169770                    -43516.2                               0
          7588.5                   -171433                    -47398.8                               0
         7595.24                   -172102                    -49289.9                               0
         7601.99                   -173849                    -53337.3                               0
         7608.75                   -170213                    -46614.9                               0
          7615.5                   -172916                    -52571.8                               0
         7622.26                   -170102                    -47491.8                               0
         7629.02                   -172775                      -53387                               0
         7635.79                   -168206                    -44793.1                               0
         7642.56                   -170688                    -50304.9                               0
         7649.33                   -167812                    -45093.6                               0
          7656.1                   -171314                    -52645.4                               0
         7662.88                   -167803                    -46161.9                               0
         7669.66                   -169855                    -50809.6                               0
         7676.44                   -168547                    -48732.2                               0
         7683.23                   -171176                    -54531.2                               0
         7690.01                   -169724                    -52164.3                               0
         7696.81                   -165543                    -44336.8                               0
          7703.6                   -165799                    -45384.1                               0
