# z[m]                Wz_trx/Z_0/L[1/(m^2*s]           Wz_try/Z_0/L[1/(m^2*s]       Wz_l/Z_0/L[1/(ms)]
         502.514              -6.45368e+06                     -670430                               0
         504.251              -6.45561e+06                     -725215                               0
         505.991              -6.37479e+06                     -614128                               0
         507.735              -6.41229e+06                     -739489                               0
         509.481              -6.35543e+06                     -675749                               0
          511.23              -6.36524e+06                     -745122                               0
         512.983              -6.25496e+06                     -573923                               0
         514.738              -6.25255e+06                     -618269                               0
         516.496              -6.20281e+06                     -567625                               0
         518.257              -6.26152e+06                     -733690                               0
         520.022              -6.20864e+06                     -676209                               0
         521.789              -6.20849e+06                     -723942                               0
         523.559              -6.10511e+06                     -564856                               0
         525.332              -6.12355e+06                     -649243                               0
         527.109              -6.06758e+06                     -584477                               0
         528.888              -6.08101e+06                     -658282                               0
          530.67              -6.00645e+06                     -555784                               0
         532.456               -6.0011e+06                     -591485                               0
         534.244              -6.02492e+06                     -685295                               0
         536.035              -5.99639e+06                     -674093                               0
         537.829              -5.98341e+06                     -693740                               0
         539.627              -5.89625e+06                     -564706                               0
         541.427               -5.9316e+06                     -680532                               0
          543.23              -5.89789e+06                     -657942                               0
         545.036              -5.80978e+06                     -526252                               0
         546.846              -5.82849e+06                     -608035                               0
         548.658              -5.79597e+06                     -587051                               0
         550.473              -5.75332e+06                     -545574                               0
         552.291              -5.73765e+06                     -557817                               0
         554.113              -5.71163e+06                     -549114                               0
         555.937              -5.69338e+06                     -555721                               0
         557.764              -5.66483e+06                     -541461                               0
         559.594               -5.6439e+06                     -542223                               0
         561.427              -5.62055e+06                     -537907                               0
         563.264              -5.60755e+06                     -554055                               0
         565.103              -5.59247e+06                     -565824                               0
         566.945              -5.54002e+06                     -502583                               0
          568.79              -5.56792e+06                     -599871                               0
         570.639              -5.55668e+06                     -618625                               0
          572.49               -5.4774e+06                     -501004                               0
         574.344              -5.52618e+06                     -639384                               0
         576.201              -5.50148e+06                     -630524                               0
         578.061              -5.45985e+06                     -587584                               0
         579.925              -5.42721e+06                     -562394                               0
         581.791              -5.38404e+06                     -515911                               0
          583.66              -5.41161e+06                     -610760                               0
         585.532              -5.32493e+06                     -476796                               0
         587.407              -5.32117e+06                     -508514                               0
         589.286               -5.2832e+06                     -471587                               0
         591.167              -5.33174e+06                     -607526                               0
         593.051              -5.31188e+06                     -606413                               0
         594.938              -5.28488e+06                     -590788                               0
         596.828              -5.21224e+06                     -483658                               0
         598.722              -5.18154e+06                     -460225                               0
         600.618              -5.17221e+06                     -479344                               0
         602.517              -5.20419e+06                     -580911                               0
         604.419              -5.19068e+06                     -591267                               0
         606.324              -5.17019e+06                     -587454                               0
         608.233              -5.08337e+06                     -450722                               0
         610.144              -5.08078e+06                     -482347                               0
         612.058              -5.04515e+06                     -447637                               0
         613.975              -5.08849e+06                     -570745                               0
         615.895              -5.02315e+06                     -476226                               0
         617.818              -5.02481e+06                     -515553                               0
         619.745              -5.01665e+06                     -535048                               0
         621.674              -5.01624e+06                     -569856                               0
         623.606              -5.00025e+06                     -573309                               0
         625.541              -4.91699e+06                     -441967                               0
         627.479              -4.95095e+06                     -544988                               0
          629.42              -4.92274e+06                     -523439                               0
         631.365               -4.8592e+06                     -430999                               0
         633.312              -4.86846e+06                     -484058                               0
         635.262              -4.84393e+06                     -469324                               0
         637.215              -4.81723e+06                     -450048                               0
         639.171               -4.8005e+06                     -450562                               0
          641.13              -4.78123e+06                     -445810                               0
         643.092              -4.76809e+06                     -453141                               0
         645.058              -4.74696e+06                     -444329                               0
         647.026              -4.73204e+06                     -447745                               0
         648.997              -4.70776e+06                     -432285                               0
         650.971              -4.70733e+06                     -464352                               0
         652.948              -4.69765e+06                     -477768                               0
         654.928              -4.64482e+06                     -404658                               0
         656.911              -4.68147e+06                     -510414                               0
         658.898              -4.67229e+06                     -524312                               0
         660.887              -4.60681e+06                     -425394                               0
         662.879              -4.64078e+06                     -525288                               0
         664.874              -4.61452e+06                     -504530                               0
         666.872              -4.60154e+06                     -510152                               0
         668.873              -4.54562e+06                     -429720                               0
         670.877              -4.51405e+06                     -397842                               0
         672.884              -4.53666e+06                     -474200                               0
         674.894                -4.491e+06                     -413823                               0
         676.908              -4.49888e+06                     -460387                               0
         678.924               -4.4487e+06                     -390647                               0
         680.943              -4.49217e+06                     -508126                               0
         682.965              -4.45628e+06                     -466654                               0
          684.99              -4.46121e+06                     -506726                               0
         687.018              -4.38164e+06                     -377549                               0
         689.049              -4.38421e+06                     -412579                               0
         691.083              -4.35056e+06                     -374998                               0
          693.12              -4.39685e+06                     -497203                               0
          695.16               -4.3541e+06                     -441115                               0
         697.203              -4.36084e+06                     -483894                               0
          699.25               -4.2995e+06                     -390305                               0
         701.299              -4.32308e+06                     -466499                               0
         703.351              -4.28709e+06                     -423352                               0
         705.406              -4.26422e+06                     -406291                               0
         707.464              -4.22873e+06                     -363870                               0
         709.525              -4.21468e+06                     -364194                               0
         711.589              -4.25915e+06                     -481460                               0
         713.656              -4.20667e+06                     -404597                               0
         715.726              -4.20487e+06                     -429002                               0
         717.799               -4.1986e+06                     -444346                               0
         719.875              -4.19369e+06                     -462256                               0
         721.954              -4.18341e+06                     -469283                               0
         724.036              -4.12938e+06                     -388633                               0
         726.121              -4.15641e+06                     -470060                               0
          728.21              -4.14137e+06                     -467162                               0
         730.301              -4.07542e+06                     -362274                               0
         732.395              -4.11134e+06                     -461067                               0
         734.492              -4.09699e+06                     -459160                               0
         736.592              -4.03255e+06                     -356884                               0
         738.695              -4.06981e+06                     -457981                               0
         740.801              -4.05649e+06                     -457740                               0
          742.91              -3.99983e+06                     -370657                               0
         745.022              -4.02774e+06                     -452655                               0
         747.137              -4.01078e+06                     -444758                               0
         749.255              -3.98158e+06                     -412236                               0
         751.376               -3.9684e+06                     -411633                               0
           753.5              -3.94316e+06                     -386792                               0
         755.627              -3.96033e+06                     -446682                               0
         757.757              -3.89337e+06                     -338119                               0
          759.89              -3.87569e+06                     -328024                               0
         762.026               -3.8896e+06                     -381022                               0
         764.165              -3.86818e+06                     -363212                               0
         766.307              -3.87429e+06                     -400369                               0
         768.452              -3.82736e+06                     -331270                               0
           770.6              -3.86609e+06                     -433448                               0
         772.751              -3.83856e+06                     -402937                               0
         774.905              -3.84092e+06                     -432119                               0
         777.062              -3.77264e+06                     -319837                               0
         779.222              -3.76594e+06                     -330670                               0
         781.385              -3.74828e+06                     -319443                               0
         783.551                -3.788e+06                     -422902                               0
          785.72              -3.76969e+06                     -410148                               0
         787.892              -3.76392e+06                     -422372                               0
         790.067              -3.69643e+06                     -311003                               0
         792.245              -3.70152e+06                     -344739                               0
         794.426               -3.6738e+06                     -312717                               0
          796.61              -3.70849e+06                     -405445                               0
         798.797              -3.66191e+06                     -335458                               0
         800.987              -3.66742e+06                     -369604                               0
          803.18               -3.6572e+06                     -372155                               0
         805.376              -3.66504e+06                     -410740                               0
         807.575              -3.65206e+06                     -407547                               0
         809.777              -3.58808e+06                     -302213                               0
         811.982              -3.61122e+06                     -371094                               0
          814.19              -3.58906e+06                     -349239                               0
         816.401              -3.56257e+06                     -318598                               0
         818.615              -3.54994e+06                     -315599                               0
         820.832              -3.53377e+06                     -305402                               0
         823.052              -3.54628e+06                     -352492                               0
         825.275              -3.50655e+06                     -294958                               0
         827.501              -3.49446e+06                     -292638                               0
          829.73              -3.51999e+06                     -365475                               0
         831.962              -3.47145e+06                     -290003                               0
         834.197              -3.46023e+06                     -289107                               0
         836.435               -3.4836e+06                     -357336                               0
         838.676              -3.43888e+06                     -289225                               0
         840.919              -3.42944e+06                     -291599                               0
         843.166              -3.43687e+06                     -327634                               0
         845.416              -3.41539e+06                     -305724                               0
         847.669               -3.4115e+06                     -318916                               0
         849.925              -3.38521e+06                     -287204                               0
         852.184              -3.40851e+06                     -354597                               0
         854.446              -3.40644e+06                     -371161                               0
         856.711              -3.35899e+06                     -296817                               0
         858.979              -3.38851e+06                     -376372                               0
          861.25              -3.36868e+06                     -357113                               0
         863.524              -3.36535e+06                     -370768                               0
         865.801              -3.31634e+06                     -292941                               0
         868.081              -3.29694e+06                     -274265                               0
         870.364              -3.30889e+06                     -318235                               0
          872.65              -3.29753e+06                     -315458                               0
         874.938              -3.30713e+06                     -354535                               0
          877.23              -3.26907e+06                     -298171                               0
         879.525              -3.28232e+06                     -344373                               0
         881.823              -3.24804e+06                     -295381                               0
         884.124              -3.26247e+06                     -343769                               0
         886.428              -3.22623e+06                     -290703                               0
         888.735              -3.24274e+06                     -343086                               0
         891.045              -3.21134e+06                     -299514                               0
         893.358              -3.21068e+06                     -317367                               0
         895.674              -3.17552e+06                     -266110                               0
         897.992              -3.17826e+06                     -290601                               0
         900.314              -3.19474e+06                     -342480                               0
         902.639              -3.18837e+06                     -348572                               0
         904.967              -3.18262e+06                     -355829                               0
         907.298              -3.12669e+06                     -262592                               0
         909.632               -3.1488e+06                     -325420                               0
         911.969              -3.12763e+06                     -301577                               0
         914.309              -3.10681e+06                     -278352                               0
         916.652              -3.09103e+06                     -265118                               0
         918.997              -3.07747e+06                     -256251                               0
         921.346              -3.10175e+06                     -323030                               0
         923.698              -3.05779e+06                     -253172                               0
         926.053              -3.04995e+06                     -255520                               0
         928.411              -3.08323e+06                     -340065                               0
         930.772              -3.03473e+06                     -260903                               0
         933.136              -3.02651e+06                     -262257                               0
         935.503              -3.05661e+06                     -340194                               0
         937.872              -3.00797e+06                     -260521                               0
         940.245              -2.99766e+06                     -257456                               0
         942.621              -3.02704e+06                     -333726                               0
             945              -2.97588e+06                     -248786                               0
         947.382              -2.96525e+06                     -244854                               0
         949.767              -2.98963e+06                     -310904                               0
         952.154              -2.94792e+06                     -244635                               0
         954.545              -2.94283e+06                     -251572                               0
         956.939              -2.93967e+06                     -262293                               0
         959.336              -2.94154e+06                     -283003                               0
         961.736              -2.94345e+06                     -303728                               0
         964.139              -2.90447e+06                     -242575                               0
         966.545              -2.93887e+06                     -328154                               0
         968.953              -2.92604e+06                     -319175                               0
         971.365               -2.9141e+06                     -311892                               0
          973.78              -2.88068e+06                     -261572                               0
         976.198              -2.86044e+06                     -237542                               0
         978.619              -2.87471e+06                     -282508                               0
         981.042              -2.85788e+06                     -265174                               0
         983.469              -2.86855e+06                     -302773                               0
         985.899              -2.83597e+06                     -253785                               0
         988.332              -2.85043e+06                     -298861                               0
         990.768              -2.81991e+06                     -253845                               0
         993.207              -2.83275e+06                     -295542                               0
         995.648              -2.80392e+06                     -253776                               0
         998.093              -2.81982e+06                     -301439                               0
         1000.54                -2.794e+06                     -265580                               0
         1002.99              -2.78595e+06                     -265201                               0
         1005.45               -2.7585e+06                     -225948                               0
          1007.9              -2.75778e+06                     -240090                               0
         1010.36              -2.78281e+06                     -305711                               0
         1012.82              -2.76791e+06                     -291373                               0
         1015.29              -2.76756e+06                     -306060                               0
         1017.76              -2.72581e+06                     -237864                               0
         1020.23              -2.74844e+06                     -298435                               0
         1022.71              -2.73309e+06                     -282924                               0
         1025.18              -2.69622e+06                     -224305                               0
         1027.66              -2.70148e+06                     -249914                               0
         1030.15              -2.68769e+06                     -237343                               0
         1032.64              -2.68768e+06                     -252300                               0
         1035.13              -2.66531e+06                     -222433                               0
         1037.62              -2.65611e+06                     -218873                               0
         1040.11              -2.67485e+06                     -271136                               0
         1042.61              -2.63975e+06                     -215618                               0
         1045.11              -2.63202e+06                     -214812                               0
         1047.62              -2.65343e+06                     -272245                               0
         1050.13              -2.61704e+06                     -213982                               0
         1052.64              -2.61002e+06                     -214409                               0
         1055.15              -2.62393e+06                     -256662                               0
         1057.67              -2.59835e+06                     -219837                               0
         1060.19              -2.59446e+06                     -226368                               0
         1062.71              -2.58699e+06                     -225660                               0
         1065.24              -2.59167e+06                     -249224                               0
         1067.76              -2.59207e+06                     -264137                               0
          1070.3              -2.55778e+06                     -209610                               0
         1072.83               -2.5897e+06                     -287493                               0
         1075.37              -2.58273e+06                     -287493                               0
         1077.91              -2.56108e+06                     -258087                               0
         1080.45              -2.55134e+06                     -252447                               0
            1083              -2.53106e+06                     -225666                               0
         1085.55              -2.54921e+06                     -275710                               0
          1088.1              -2.50819e+06                     -207312                               0
         1090.66              -2.51258e+06                     -229719                               0
         1093.22              -2.49229e+06                     -202687                               0
         1095.78              -2.52496e+06                     -281571                               0
         1098.34              -2.51243e+06                     -269979                               0
         1100.91              -2.50997e+06                     -278457                               0
         1103.48              -2.46537e+06                     -202565                               0
         1106.06              -2.46255e+06                     -210239                               0
         1108.63              -2.45086e+06                     -200084                               0
         1111.21              -2.48288e+06                     -277361                               0
          1113.8              -2.46466e+06                     -254042                               0
         1116.38              -2.46816e+06                     -274142                               0
         1118.97              -2.42619e+06                     -203197                               0
         1121.56              -2.44283e+06                     -249492                               0
         1124.16              -2.42291e+06                     -222573                               0
         1126.75              -2.42045e+06                     -230534                               0
         1129.35              -2.39607e+06                     -194591                               0
         1131.96              -2.39201e+06                     -199240                               0
         1134.56               -2.4214e+06                     -270791                               0
         1137.17              -2.39365e+06                     -227947                               0
         1139.79              -2.39476e+06                     -242791                               0
          1142.4              -2.38914e+06                     -244139                               0
         1145.02              -2.39162e+06                     -261637                               0
         1147.64              -2.38723e+06                     -265341                               0
         1150.27              -2.35451e+06                     -212307                               0
          1152.9              -2.37496e+06                     -265620                               0
         1155.53              -2.36807e+06                     -264182                               0
         1158.16              -2.32923e+06                     -198758                               0
          1160.8               -2.3545e+06                     -261566                               0
         1163.44              -2.34812e+06                     -260997                               0
         1166.08              -2.31052e+06                     -197905                               0
         1168.72              -2.33603e+06                     -261059                               0
         1171.37              -2.32991e+06                     -260867                               0
         1174.02              -2.29863e+06                     -210288                               0
         1176.68               -2.3156e+06                     -256204                               0
         1179.34              -2.30643e+06                     -249776                               0
            1182              -2.29541e+06                     -239591                               0
         1184.66              -2.28255e+06                     -225686                               0
         1187.33              -2.26854e+06                     -209443                               0
            1190               -2.2855e+06                     -255108                               0
         1192.67              -2.24384e+06                     -183443                               0
         1195.35               -2.2377e+06                     -182796                               0
         1198.02               -2.2427e+06                     -204417                               0
         1200.71               -2.2428e+06                     -216170                               0
         1203.39              -2.24868e+06                     -239434                               0
         1206.08              -2.22003e+06                     -193589                               0
         1208.77              -2.23941e+06                     -243791                               0
         1211.46              -2.22026e+06                     -216852                               0
         1214.16              -2.23043e+06                     -248545                               0
         1216.86              -2.18964e+06                     -178213                               0
         1219.56              -2.19461e+06                     -199404                               0
         1222.27              -2.17771e+06                     -176807                               0
         1224.98              -2.20736e+06                     -247299                               0
         1227.69              -2.18906e+06                     -221804                               0
          1230.4              -2.19476e+06                     -244293                               0
         1233.12              -2.15678e+06                     -179346                               0
         1235.84              -2.17016e+06                     -217121                               0
         1238.56              -2.15109e+06                     -189912                               0
         1241.29              -2.15963e+06                     -217920                               0
         1244.02               -2.1333e+06                     -176107                               0
         1246.75              -2.13533e+06                     -190998                               0
         1249.49              -2.15209e+06                     -235326                               0
         1252.23              -2.14308e+06                     -228052                               0
         1254.97              -2.14277e+06                     -238149                               0
         1257.71               -2.1115e+06                     -186249                               0
         1260.46                -2.131e+06                     -235903                               0
         1263.21              -2.12154e+06                     -227563                               0
         1265.97              -2.08722e+06                     -169461                               0
         1268.72              -2.10122e+06                     -207992                               0
         1271.48               -2.0918e+06                     -199607                               0
         1274.24              -2.07596e+06                     -178361                               0
         1277.01              -2.07563e+06                     -188083                               0
         1279.78              -2.06884e+06                     -184863                               0
         1282.55              -2.06342e+06                     -184335                               0
         1285.32              -2.05749e+06                     -182766                               0
          1288.1              -2.05288e+06                     -183784                               0
         1290.88              -2.04523e+06                     -178680                               0
         1293.67                -2.046e+06                     -190399                               0
         1296.45              -2.04386e+06                     -196237                               0
         1299.24              -2.02377e+06                     -166135                               0
         1302.03              -2.04175e+06                     -212175                               0
         1304.83              -2.04095e+06                     -220604                               0
         1307.63              -2.01036e+06                     -169374                               0
         1310.43              -2.03538e+06                     -229381                               0
         1313.24              -2.02829e+06                     -225114                               0
         1316.04              -2.01577e+06                     -209939                               0
         1318.85              -2.00346e+06                     -195147                               0
         1321.67              -1.98881e+06                     -175629                               0
         1324.48              -2.00536e+06                     -218514                               0
          1327.3              -1.97236e+06                     -162214                               0
         1330.13              -1.97542e+06                     -178036                               0
         1332.95              -1.96147e+06                     -159785                               0
         1335.78              -1.98772e+06                     -221943                               0
         1338.61              -1.98202e+06                     -220128                               0
         1341.45              -1.97532e+06                     -216270                               0
         1344.28              -1.94556e+06                     -166253                               0
         1347.12              -1.93695e+06                     -158519                               0
         1349.97              -1.93568e+06                     -165431                               0
         1352.81              -1.95538e+06                     -214253                               0
         1355.66              -1.95206e+06                     -217004                               0
         1358.52              -1.94779e+06                     -217814                               0
         1361.37              -1.91218e+06                     -155884                               0
         1364.23               -1.9161e+06                     -173018                               0
         1367.09              -1.90336e+06                     -156770                               0
         1369.96              -1.92551e+06                     -210298                               0
         1372.82              -1.89976e+06                     -167977                               0
         1375.69              -1.90411e+06                     -185828                               0
         1378.57              -1.90633e+06                     -199386                               0
         1381.44              -1.90839e+06                     -212606                               0
         1384.32              -1.90543e+06                     -215728                               0
         1387.21              -1.87221e+06                     -158286                               0
         1390.09              -1.89138e+06                     -205633                               0
         1392.98              -1.88251e+06                     -196840                               0
         1395.87              -1.85599e+06                     -152715                               0
         1398.77              -1.86531e+06                     -180251                               0
         1401.66              -1.85775e+06                     -174002                               0
         1404.56              -1.84725e+06                     -161825                               0
         1407.47              -1.84507e+06                     -166266                               0
         1410.37              -1.83982e+06                     -164533                               0
         1413.28              -1.83545e+06                     -164516                               0
          1416.2              -1.83127e+06                     -164859                               0
         1419.11              -1.82799e+06                     -166981                               0
         1422.03              -1.81857e+06                     -156781                               0
         1424.95              -1.82372e+06                     -175702                               0
         1427.88              -1.82273e+06                     -182315                               0
          1430.8              -1.80073e+06                     -146847                               0
         1433.73              -1.82189e+06                     -197715                               0
         1436.67              -1.82076e+06                     -203953                               0
          1439.6              -1.79447e+06                     -159810                               0
         1442.54               -1.8121e+06                     -203536                               0
         1445.49              -1.80293e+06                     -193598                               0
         1448.43              -1.80179e+06                     -199699                               0
         1451.38               -1.7777e+06                     -159839                               0
         1454.33              -1.76691e+06                     -146574                               0
         1457.29              -1.78003e+06                     -181118                               0
         1460.24              -1.76414e+06                     -157585                               0
          1463.2              -1.77117e+06                     -179886                               0
         1466.17              -1.75061e+06                     -146956                               0
         1469.13              -1.77306e+06                     -200060                               0
          1472.1              -1.75893e+06                     -179933                               0
         1475.07              -1.76528e+06                     -200766                               0
         1478.05              -1.73172e+06                     -141715                               0
         1481.03              -1.73692e+06                     -160187                               0
         1484.01              -1.72357e+06                     -141510                               0
         1486.99              -1.74772e+06                     -197839                               0
         1489.98              -1.73011e+06                     -170598                               0
         1492.97              -1.73675e+06                     -191845                               0
         1495.97              -1.71266e+06                     -151559                               0
         1498.96              -1.72672e+06                     -187597                               0
         1501.96              -1.71314e+06                     -168296                               0
         1504.96              -1.70334e+06                     -156535                               0
         1507.97              -1.69098e+06                     -139628                               0
         1510.98              -1.68675e+06                     -138961                               0
         1513.99              -1.71067e+06                     -194604                               0
            1517              -1.68816e+06                     -157299                               0
         1520.02              -1.69022e+06                     -169129                               0
         1523.04              -1.69218e+06                     -180755                               0
         1526.07              -1.69115e+06                     -186357                               0
         1529.09              -1.68946e+06                     -190612                               0
         1532.12              -1.66826e+06                     -155803                               0
         1535.15              -1.68292e+06                     -192724                               0
         1538.19              -1.67882e+06                     -192084                               0
         1541.23              -1.65099e+06                     -143939                               0
         1544.27              -1.67043e+06                     -190344                               0
