 # z[m]                Wz_trx/Z_0/L[1/(m^2*s]           Wz_try/Z_0/L[1/(m^2*s]       Wz_l/Z_0/L[1/(ms)]
         2327.16                    -536784                  64097.4             0
          2330.9                    -623050                  -110816             0
         2334.64                    -613866                 -94700.7             0
         2338.38                    -532887                  65087.5             0
         2342.13                    -591365                 -54199.5             0
         2345.88                    -643068                  -159917             0
         2349.63                    -600584                 -77143.4             0
         2353.38                    -543081                  35691.5             0
         2357.14                    -527895                  63842.4             0
          2360.9                    -544801                  27780.4             0
         2364.67                    -567340                   -19550             0
         2368.43                    -581634                 -50373.6             0
          2372.2                    -584610                 -58542.1             0
         2375.98                    -576219                 -43957.7             0
         2379.75                    -556899                 -7494.48             0
         2383.53                    -531855                  40427.1             0
         2387.31                    -518818                    64328             0
          2391.1                    -543938                  11876.4             0
         2394.89                    -602973                  -108445             0
         2398.68                    -621425                  -147549             0
         2402.47                    -548796                 -4373.42             0
         2406.27                    -522457                  46176.7             0
         2410.07                    -612793                  -136761             0
         2413.87                    -564835                 -42943.6             0
         2417.68                    -528192                  28244.7             0
         2421.49                    -616164                  -149951             0
          2425.3                    -508339                  63692.5             0
         2429.11                    -614648                  -151183             0
         2432.93                    -506777                  62561.1             0
         2436.75                    -613135                  -152402             0
         2440.57                    -513033                  45808.6             0
          2444.4                    -573698                 -77709.6             0
         2448.23                    -584947                  -102320             0
         2452.06                    -501211                  63149.4             0
          2455.9                    -564483                   -65567             0
         2459.74                    -604308                  -147352             0
         2463.58                    -543641                 -28026.9             0
         2467.43                    -497896                  61436.7             0
         2471.27                    -514103                  26925.2             0
         2475.12                    -553978                 -54941.8             0
         2478.98                    -582740                  -114564             0
         2482.83                    -594657                  -140469             0
         2486.69                    -597021                  -147256             0
         2490.56                    -595963                  -147186             0
         2494.42                    -591774                  -140848             0
         2498.29                    -578824                  -116974             0
         2502.16                    -549679                 -60682.1             0
         2506.04                    -508226                  20244.3             0
         2509.92                    -486264                  62172.3             0
          2513.8                    -523827                 -15015.2             0
         2517.68                    -584611                  -138674             0
         2521.57                    -553613                 -78653.5             0
         2525.46                    -482385                  61885.3             0
         2529.35                    -552688                 -80802.5             0
         2533.25                    -558220                 -93874.8             0
         2537.15                    -482583                  55502.3             0
         2541.05                    -581790                  -145016             0
         2544.95                    -481717                  53266.6             0
         2548.86                    -573856                  -133097             0
         2552.77                    -478857                  55042.2             0
         2556.68                    -577736                  -144801             0
          2560.6                    -479887                  49052.9             0
         2564.52                    -540692                 -74592.6             0
         2568.44                    -552776                  -100722             0
         2572.37                    -471686                  59603.3             0
          2576.3                    -522014                 -43058.8             0
         2580.23                    -571133                  -143293             0
         2584.16                    -527276                 -57458.8             0
          2588.1                    -474792                  45639.2             0
         2592.04                    -470150                  53001.4             0
         2595.99                    -496015                 -682.038             0
         2599.93                    -522783                 -56168.4             0
         2603.88                    -538602                   -89738             0
         2607.84                    -543825                  -102096             0
         2611.79                    -540463                 -97273.5             0
         2615.75                    -527687                 -73604.6             0
         2619.71                    -503513                 -27121.7             0
         2623.68                    -472892                  32265.8             0
         2627.65                    -457998                  60188.7             0
         2631.62                    -488095                 -1920.19             0
         2635.59                    -545219                  -118116             0
         2639.57                    -539182                  -107910             0
         2643.55                    -463616                  41443.7             0
         2647.53                    -488386                 -9986.87             0
         2651.51                    -550506                  -136164             0
          2655.5                    -459995                  43109.9             0
          2659.5                    -516997                 -72809.7             0
         2663.49                    -502943                 -46537.4             0
         2667.49                    -483869                 -10205.3             0
         2671.49                    -512170                 -68685.2             0
         2675.49                    -490618                   -27384             0
          2679.5                    -481628                 -11229.1             0
         2683.51                    -532379                  -114613             0
         2687.52                    -444629                    59168             0
         2691.54                    -513404                 -80286.1             0
         2695.56                    -525761                  -106825             0
         2699.58                    -450880                  41218.1             0
          2703.6                    -458940                  23279.1             0
         2707.63                    -517482                 -95677.1             0
         2711.66                    -535725                  -133980             0
         2715.69                    -510133                 -84557.4             0
         2719.73                    -476394                 -18827.8             0
         2723.77                    -454127                    23947             0
         2727.81                    -443903                  42624.2             0
         2731.86                    -440932                  46791.7             0
         2735.91                    -443266                  40348.6             0
         2739.96                    -453634                  17830.6             0
         2744.01                    -476566                 -29826.6             0
         2748.07                    -508785                 -96064.5             0
         2752.13                    -526366                  -133008             0
          2756.2                    -495892                 -73779.1             0
         2760.26                    -437484                  41358.3             0
         2764.33                    -447573                    19424             0
         2768.41                    -517920                  -123097             0
         2772.48                    -475952                 -40852.3             0
         2776.56                    -432523                  44326.1             0
         2780.64                    -518448                  -129357             0
         2784.73                    -437190                  31527.3             0
         2788.81                    -490410                 -76697.5             0
          2792.9                    -455866                 -9291.29             0
            2797                    -484211                 -67726.5             0
         2801.09                    -440961                  17110.4             0
         2805.19                    -507702                  -118158             0
          2809.3                    -419316                  57014.7             0
          2813.4                    -489040                 -84219.8             0
         2817.51                    -487836                 -83503.4             0
         2821.62                    -417678                  55202.4             0
         2825.74                    -454691                 -20560.9             0
         2829.86                    -506117                  -125158             0
         2833.98                    -486960                 -88501.1             0
          2838.1                    -439946                  3904.09             0
         2842.23                    -414282                    53588             0
         2846.36                    -413921                  52635.7             0
         2850.49                    -423269                  32260.9             0
         2854.62                    -430260                  16606.3             0
         2858.76                    -430080                  15304.9             0
          2862.9                    -422458                  28901.5             0
         2867.05                    -411311                  49555.9             0
          2871.2                    -407340                  55854.5             0
         2875.35                    -426269                    16328             0
          2879.5                    -469537                 -71902.7             0
         2883.66                    -495683                  -125867             0
         2887.82                    -453379                 -42846.7             0
         2891.98                    -402663                  57017.1             0
         2896.15                    -457056                 -53462.5             0
         2900.31                    -482155                  -105319             0
         2904.49                    -401486                  54494.5             0
         2908.66                    -471882                 -87998.9             0
         2912.84                    -437642                 -21097.4             0
         2917.02                    -436414                   -20246             0
          2921.2                    -452931                 -54912.5             0
         2925.39                    -436169                 -22970.1             0
         2929.58                    -431495                 -15222.5             0
         2933.77                    -469918                 -93708.7             0
         2937.97                    -394298                  56024.8             0
         2942.16                    -468370                 -93801.5             0
         2946.37                    -454910                 -68449.6             0
         2950.57                    -392465                    54929             0
         2954.78                    -428509                 -18785.8             0
         2958.99                    -476798                  -117000             0
          2963.2                    -463963                 -92887.1             0
         2967.42                    -422697                 -11875.4             0
         2971.64                    -394777                  42428.5             0
         2975.86                    -387181                    56063             0
         2980.09                    -389334                  50190.9             0
         2984.32                    -391531                  44236.1             0
         2988.55                    -389747                  46250.6             0
         2992.78                    -385217                  53763.9             0
         2997.02                    -384682                    53286             0
         3001.26                    -399421                  22245.4             0
          3005.5                    -434584                 -49665.2             0
         3009.75                    -466979                  -116035             0
            3014                    -448664                 -80921.9             0
         3018.25                    -389426                  36093.3             0
         3022.51                    -399304                  14798.8             0
         3026.77                    -464182                  -116564             0
         3031.03                    -408865                 -7390.25             0
         3035.29                    -397260                  14316.6             0
         3039.56                    -459808                  -112375             0
         3043.83                    -375342                  55144.5             0
          3048.1                    -459522                  -114828             0
         3052.38                    -375736                  51335.4             0
         3056.66                    -459197                  -117191             0
         3060.94                    -373981                  51842.1             0
         3065.23                    -442569                   -86919             0
         3069.52                    -418017                 -39277.5             0
         3073.81                    -374909                  45493.5             0
          3078.1                    -444182                   -94626             0
          3082.4                    -434963                 -77660.5             0
          3086.7                    -376101                  38650.5             0
            3091                    -377249                  34869.1             0
         3095.31                    -419372                 -50907.2             0
         3099.62                    -447353                  -108377             0
         3103.93                    -448566                  -112274             0
         3108.25                    -437057                 -90711.4             0
         3112.57                    -426237                 -70524.7             0
         3116.89                    -421987                 -63483.7             0
         3121.21                    -425531                 -72036.8             0
         3125.54                    -435212                 -92867.3             0
         3129.87                    -444372                  -112654             0
          3134.2                    -438989                  -103336             0
         3138.54                    -406661                 -40090.6             0
         3142.88                    -365106                  41624.9             0
         3147.22                    -370584                    29222             0
         3151.57                    -428430                 -87980.3             0
         3155.92                    -422953                 -78460.3             0
         3160.27                    -357214                  51662.7             0
         3164.62                    -411660                 -58724.1             0
         3168.98                    -413251                 -63341.4             0
         3173.34                    -360874                    40053             0
          3177.7                    -435414                  -110543             0
         3182.07                    -352692                  53582.3             0
         3186.44                    -434582                  -111715             0
         3190.81                    -353796                  48540.7             0
         3195.19                    -420476                 -86314.6             0
         3199.57                    -386829                 -20385.6             0
         3203.95                    -362059                  27773.6             0
         3208.33                    -429481                  -108554             0
         3212.72                    -387285                 -25511.1             0
         3217.11                    -347540                  52626.9             0
          3221.5                    -388331                 -30402.6             0
          3225.9                    -425896                  -106970             0
          3230.3                    -415864                   -88282             0
          3234.7                    -384251                 -26405.4             0
         3239.11                    -359425                  21891.3             0
         3243.52                    -347587                  44198.8             0
         3247.93                    -343664                  50669.9             0
         3252.34                    -342767                  51086.9             0
         3256.76                    -344300                  46645.1             0
         3261.18                    -352231                  29403.2             0
          3265.6                    -372226                 -11979.1             0
         3270.03                    -402149                 -73228.8             0
         3274.46                    -419138                  -108593             0
         3278.89                    -391708                 -55061.7             0
         3283.33                    -342243                  42570.4             0
         3287.77                    -358738                  8206.59             0
         3292.21                    -415157                  -106055             0
         3296.65                    -365913                 -8859.81             0
          3301.1                    -349506                  22629.6             0
         3305.55                    -413136                  -106055             0
            3310                    -335306                  48356.1             0
         3314.46                    -404911                 -92276.4             0
         3318.92                    -341693                  32894.2             0
         3323.38                    -403786                 -92698.5             0
         3327.85                    -332336                  48952.6             0
         3332.31                    -408236                  -104270             0
         3336.79                    -346179                  18593.3             0
         3341.26                    -356038                 -2464.32             0
         3345.74                    -406768                  -105307             0
         3350.22                    -353287                  401.435             0
          3354.7                    -329667                  46348.7             0
         3359.19                    -373410                 -42505.4             0
         3363.68                    -403452                  -103938             0
         3368.17                    -391398                 -81123.1             0
         3372.67                    -363077                 -25755.1             0
         3377.16                    -341243                  16634.6             0
         3381.67                    -330292                  37245.7             0
         3386.17                    -326390                  43753.2             0
         3390.68                    -326482                  42271.3             0
         3395.19                    -331364                  31206.4             0
          3399.7                    -344984                  2656.33             0
         3404.22                    -369249                 -47192.6             0
         3408.74                    -393155                 -96323.1             0
         3413.26                    -388657                   -88609             0
         3417.78                    -344278                 -1082.43             0
         3422.31                    -318481                  49264.1             0
         3426.84                    -368188                 -51487.4             0
         3431.38                    -385269                 -86949.8             0
         3435.92                    -318646                  45103.6             0
         3440.46                    -365521                 -49971.4             0
            3445                    -364792                 -49787.2             0
         3449.55                    -325688                  27204.9             0
         3454.09                    -383398                 -89551.7             0
         3458.65                    -318152                    39759             0
          3463.2                    -378600                 -82472.3             0
         3467.76                    -332318                  8892.73             0
         3472.32                    -344186                 -16117.3             0
         3476.89                    -378081                 -85196.8             0
         3481.45                    -311620                  46552.5             0
         3486.02                    -348147                   -27796             0
          3490.6                    -383185                 -99156.5             0
         3495.17                    -339338                 -12653.5             0
         3499.75                    -307230                  50358.2             0
         3504.34                    -325188                  13180.2             0
         3508.92                    -357813                 -53347.3             0
         3513.51                    -376415                 -91806.1             0
          3518.1                    -379746                 -99703.8             0
         3522.69                    -376905                 -95248.5             0
         3527.29                    -374811                 -92284.4             0
         3531.89                    -375628                 -95146.8             0
          3536.5                    -377004                 -99123.8             0
          3541.1                    -371899                 -90129.3             0
         3545.71                    -351444                 -50414.1             0
         3550.32                    -317772                    15753             0
         3554.94                    -300299                  49506.6             0
         3559.56                    -332494                 -16132.7             0
         3564.18                    -372554                 -97511.4             0
          3568.8                    -333952                 -21471.4             0
         3573.43                    -300777                  43715.2             0
         3578.06                    -364969                   -85950             0
         3582.69                    -325504                 -8175.37             0
         3587.33                    -319655                  2333.06             0
         3591.97                    -356771                 -73143.9             0
         3596.61                    -302630                  34010.8             0
         3601.26                    -358806                 -79603.2             0
         3605.91                    -308787                  19307.9             0
         3610.56                    -336131                 -36604.7             0
         3615.21                    -345585                 -56708.4             0
         3619.87                    -292969                  47400.6             0
         3624.53                    -352663                 -73240.9             0
         3629.19                    -344971                 -59024.8             0
         3633.86                    -293228                    43345             0
         3638.53                    -307992                  12621.3             0
          3643.2                    -349869                 -72356.8             0
         3647.87                    -359907                 -93614.2             0
         3652.55                    -340995                 -56936.6             0
         3657.23                    -317711                 -11507.6             0
         3661.92                    -302423                  17921.5             0
         3666.61                    -295430                  30752.9             0
          3671.3                    -294084                  32286.1             0
         3675.99                    -297869                  23553.6             0
         3680.69                    -309001                   117.98             0
         3685.38                    -328942                 -40941.7             0
         3690.09                    -350143                 -84522.3             0
         3694.79                    -350572                 -86532.7             0
          3699.5                    -314838                   -16172             0
         3704.21                    -281895                  48608.7             0
         3708.93                    -315184                 -19151.7             0
         3713.64                    -351112                 -92196.7             0
         3718.36                    -294486                  19981.9             0
         3723.09                    -305106                 -2405.93             0
         3727.81                    -344254                 -81887.8             0
         3732.54                    -278537                  48491.4             0
         3737.27                    -347493                 -90633.7             0
         3742.01                    -279543                  44215.5             0
         3746.75                    -346225                 -90356.5             0
         3751.49                    -276356                  48340.1             0
         3756.23                    -340494                   -81139             0
         3760.98                    -300475                 -2172.68             0
         3765.73                    -288865                  19937.3             0
         3770.48                    -343511                 -90536.5             0
         3775.24                    -306932                 -18449.3             0
            3780                    -273170                    47999             0
         3784.76                    -304318                 -15448.1             0
         3789.53                    -337987                 -83936.9             0
         3794.29                    -336297                   -81662             0
         3799.07                    -314474                 -39095.4             0
         3803.84                    -293994                  784.761             0
         3808.62                    -282123                    23439             0
          3813.4                    -277381                    31827             0
         3818.18                    -277581                  30327.1             0
         3822.97                    -283180                  18026.3             0
         3827.76                    -296672                   -10068             0
         3832.55                    -317727                 -53297.2             0
         3837.34                    -334550                   -88056             0
         3842.14                    -323859                 -67750.7             0
         3846.94                    -283055                  12818.8             0
         3851.75                    -267937                  41988.7             0
         3856.55                    -315529                   -54335             0
         3861.36                    -321680                 -67729.8             0
         3866.18                    -264553                  45514.8             0
         3870.99                    -312545                 -51602.1             0
         3875.81                    -302713                 -33005.5             0
         3880.64                    -275999                  19383.1             0
         3885.46                    -321401                   -72551             0
         3890.29                    -268151                  32945.5             0
         3895.12                    -317139                 -66160.9             0
         3899.95                    -281647                  3803.16             0
         3904.79                    -286102                 -6181.28             0
         3909.63                    -320955                 -76988.5             0
         3914.47                    -261169                  41593.7             0
         3919.32                    -290480                 -18125.3             0
         3924.17                    -324293                 -86847.9             0
         3929.02                    -286694                 -12658.3             0
         3933.88                    -256586                  46538.2             0
         3938.73                    -271415                    15809             0
          3943.6                    -300629                 -43703.7             0
         3948.46                    -317770                 -79053.1             0
         3953.33                    -321082                 -86727.6             0
          3958.2                    -318614                 -82832.6             0
         3963.07                    -316678                 -80000.4             0
         3967.95                    -317359                 -82405.4             0
         3972.83                    -318724                 -86176.5             0
         3977.71                    -314657                 -79075.9             0
         3982.59                    -297154                 -45085.4             0
         3987.48                    -267336                  13553.8             0
         3992.37                    -250390                  46435.4             0
         3997.27                    -277304                  -8453.2             0
         4002.16                    -314575                   -84070             0
         4007.06                    -283100                 -22110.2             0
         4011.97                    -250087                  42931.7             0
         4016.87                    -306544                 -71071.9             0
         4021.78                    -276383                 -11737.2             0
         4026.69                    -264757                  10511.1             0
         4031.61                    -303721                 -68482.7             0
         4036.53                    -250565                  36878.4             0
         4041.45                    -305493                 -74060.8             0
         4046.37                    -254907                    26162             0
          4051.3                    -287429                 -39934.6             0
         4056.23                    -286582                 -39245.1             0
         4061.16                    -246059                    40839             0
          4066.1                    -301313                 -70741.3             0
         4071.04                    -285486                 -40069.6             0
         4075.98                    -242777                  44396.6             0
         4080.92                    -263612                  1700.24             0
         4085.87                    -299559                 -71235.9             0
         4090.82                    -301957                 -77028.6             0
         4095.78                    -280821                 -35727.4             0
         4100.74                    -259610                  5727.51             0
          4105.7                    -247352                  29266.4             0
         4110.66                    -242351                  38283.9             0
         4115.62                    -241279                  39439.6             0
         4120.59                    -243449                    34110             0
         4125.57                    -251350                  17314.6             0
         4130.54                    -268113                 -17214.7             0
         4135.52                    -290171                 -62339.3             0
          4140.5                    -299044                 -81076.7             0
         4145.48                    -273740                 -31417.7             0
         4150.47                    -237163                  40803.7             0
         4155.46                    -254907                  4321.63             0
         4160.45                    -297072                   -81034             0
         4165.45                    -255498                  1191.38             0
         4170.45                    -246145                  18940.3             0
         4175.45                    -294913                   -79624             0
         4180.46                    -233373                  42564.4             0
         4185.46                    -288911                   -69542             0
         4190.48                    -238922                  29531.1             0
         4195.49                    -287553                 -68750.1             0
         4200.51                    -231818                  41825.4             0
         4205.53                    -291981                 -79530.9             0
         4210.55                    -240714                    22110             0
         4215.58                    -253009                  -3452.7             0
          4220.6                    -290073                 -78578.1             0
         4225.64                    -244868                  10935.8             0
         4230.67                    -231432                  36872.6             0
         4235.71                    -268873                 -39004.6             0
         4240.75                    -288729                 -79685.4             0
         4245.79                    -274284                 -51723.4             0
         4250.84                    -250167                 -4403.25             0
         4255.89                    -233898                  27211.4             0
         4260.94                    -226944                  40187.5             0
            4266                    -224859                  43420.7             0
         4271.06                    -224573                  43054.9             0
         4276.12                    -226526                  38211.6             0
         4281.19                    -234418                  21484.6             0
         4286.25                    -252102                 -14837.7             0
         4291.33                    -274961                 -61514.3             0
          4296.4                    -281701                 -75932.9             0
         4301.48                    -252682                 -18788.9             0
         4306.56                    -220916                  43856.9             0
         4311.64                    -249228                   -13724             0
         4316.73                    -279955                 -76140.3             0
         4321.81                    -229024                  24859.8             0
         4326.91                    -245824                 -9676.27             0
            4332                    -270173                 -59325.6             0
          4337.1                    -219701                  40764.1             0
          4342.2                    -278179                   -77177             0
          4347.3                    -217092                  44155.2             0
         4352.41                    -276635                 -75913.2             0
         4357.52                    -221007                  34498.4             0
         4362.63                    -258588                 -41619.9             0
         4367.75                    -255769                   -36882             0
         4372.87                    -215777                  42242.2             0
         4377.99                    -262423                 -52011.2             0
         4383.12                    -264781                 -57629.8             0
         4388.24                    -222234                  26612.3             0
         4393.37                    -217789                  34607.3             0
         4398.51                    -246660                 -24069.6             0
         4403.65                    -268478                 -68627.6             0
         4408.79                    -270978                 -74524.8             0
         4413.93                    -263249                   -59949             0
         4419.07                    -255279                 -44891.9             0
         4424.22                    -251722                 -38664.3             0
         4429.38                    -253689                   -43490             0
         4434.53                    -260298                 -57604.3             0
         4439.69                    -267446                 -72794.8             0
         4444.85                    -265783                 -70353.3             0
         4450.01                    -245466                 -30577.7             0
         4455.18                    -215107                  29294.5             0
         4460.35                    -212917                  32800.4             0
         4465.52                    -252514                 -47320.6             0
          4470.7                    -258400                 -59977.5             0
         4475.88                    -209702                  36601.2             0
         4481.06                    -237747                 -20395.2             0
         4486.24                    -254203                 -54200.7             0
         4491.43                    -206025                  41341.6             0
         4496.62                    -263093                 -73732.1             0
         4501.82                    -205608                  40437.7             0
         4507.01                    -261130                 -71538.3             0
         4512.21                    -203422                  43081.2             0
         4517.42                    -259469                 -69943.4             0
         4522.62                    -215954                  16277.8             0
         4527.83                    -223509                  295.835             0
         4533.04                    -258996                 -71579.6             0
         4538.26                    -214493                  16624.3             0
         4543.48                    -207596                    29568             0
          4548.7                    -246009                 -48159.3             0
         4553.92                    -256631                 -70268.7             0
         4559.15                    -233945                 -25721.4             0
         4564.38                    -209918                  21512.2             0
         4569.61                    -199553                  41403.3             0
         4574.85                    -199194                  41273.2             0
         4580.09                    -201352                  36107.9             0
         4585.33                    -201628                  34710.9             0
         4590.57                    -199238                  38650.8             0
         4595.82                    -196794                  42701.3             0
         4601.07                    -200574                  34297.1             0
         4606.32                    -217462                 -339.033             0
         4611.58                    -243127                 -52537.2             0
         4616.84                    -250811                 -68752.6             0
          4622.1                    -219199                 -6325.93             0
         4627.37                    -194755                  41759.8             0
         4632.64                    -233247                 -36100.6             0
         4637.91                    -241535                 -53519.9             0
         4643.19                    -193381                  42017.7             0
         4648.46                    -239833                 -51768.6             0
         4653.74                    -215421                 -3744.04             0
         4659.03                    -216520                  -6765.3             0
         4664.32                    -226965                 -28493.8             0
          4669.6                    -214780                 -4929.59             0
          4674.9                    -215512                 -7218.69             0
         4680.19                    -235020                 -47073.7             0
         4685.49                    -190872                    40455             0
         4690.79                    -240047                 -58770.7             0
          4696.1                    -222817                   -25102             0
         4701.41                    -188876                  42004.6             0
         4706.72                    -219564                 -20221.4             0
         4712.03                    -244055                 -70043.1             0
         4717.35                    -226618                 -35954.9             0
         4722.67                    -199341                  17822.2             0
         4727.99                    -187255                  41201.1             0
         4733.32                    -189070                  36763.9             0
         4738.65                    -195082                  23926.8             0
         4743.98                    -198841                  15601.2             0
         4749.31                    -198045                  16392.5             0
         4754.65                    -192888                  25914.3             0
         4759.99                    -186237                  38426.3             0
         4765.33                    -185277                  39551.2             0
         4770.68                    -199371                  10549.8             0
         4776.03                    -226399                 -44332.9             0
         4781.38                    -237307                 -66956.9             0
         4786.74                    -206309                 -5714.88             0
          4792.1                    -182982                    40178             0
