 # z[m]                Wz_trx/Z_0/L[1/(m^2*s]           Wz_try/Z_0/L[1/(m^2*s]       Wz_l/Z_0/L[1/(ms)]
         521.789               -3.50771e+06                 -20856.4             0
         523.559               -3.84088e+06                  -716082             0
         525.332               -3.86213e+06                  -786958             0
         527.109               -3.43773e+06                    34186             0
         528.888               -3.70425e+06                  -527147             0
          530.67               -3.77222e+06                  -691041             0
         532.456               -3.39987e+06                  26438.5             0
         534.244               -3.85549e+06                  -912901             0
         536.035               -3.34883e+06                  73669.7             0
         537.829               -3.82528e+06                  -907020             0
         539.627               -3.32735e+06                  62356.6             0
         541.427                -3.7381e+06                  -786549             0
          543.23               -3.48562e+06                  -308032             0
         545.036               -3.37375e+06                  -110802             0
         546.846               -3.74612e+06                  -882431             0
         548.658               -3.46299e+06                  -342142             0
         550.473               -3.24535e+06                  67216.8             0
         552.291                -3.4887e+06                  -445804             0
         554.113               -3.68395e+06                  -862404             0
         555.937               -3.60063e+06                  -721378             0
         557.764               -3.40446e+06                  -354393             0
         559.594               -3.25553e+06                 -81801.5             0
         561.427               -3.18274e+06                  38549.8             0
         563.264               -3.15377e+06                  71347.7             0
         565.103               -3.14023e+06                  73422.8             0
         566.945               -3.13937e+06                  50243.7             0
          568.79               -3.17496e+06                 -45717.1             0
         570.639               -3.28051e+06                  -281567             0
          572.49               -3.44415e+06                  -633526             0
         574.344               -3.53366e+06                  -837022             0
         576.201               -3.36771e+06                  -529144             0
         578.061               -3.07728e+06                    27990             0
         579.925                -3.1661e+06                  -173697             0
         581.791               -3.47482e+06                  -815341             0
          583.66               -3.18088e+06                  -250827             0
         585.532               -3.09123e+06                 -94949.6             0
         587.407                -3.4335e+06                  -803368             0
         589.286               -2.98619e+06                  68480.6             0
         591.167               -3.37747e+06                  -737717             0
         593.051               -3.00074e+06                 -6883.85             0
         594.938               -3.35484e+06                  -738431             0
         596.828               -2.93652e+06                  75879.4             0
         598.722                -3.3505e+06                  -775254             0
         600.618               -3.01618e+06                  -128773             0
         602.517               -3.03049e+06                  -179878             0
         604.419               -3.32242e+06                  -786414             0
         606.324               -3.03725e+06                  -237936             0
         608.233               -2.87146e+06                    71733             0
         610.144                -3.0884e+06                  -384380             0
         612.058               -3.26308e+06                  -755806             0
         613.975               -3.21227e+06                  -675861             0
         615.895               -3.05873e+06                  -390218             0
         617.818               -2.92907e+06                  -152262             0
         619.745               -2.85583e+06                 -27081.5             0
         621.674               -2.82383e+06                  15658.2             0
         623.606               -2.81879e+06                   4567.4             0
         625.541               -2.84497e+06                 -68873.9             0
         627.479               -2.92007e+06                  -240116             0
          629.42                -3.0443e+06                  -509585             0
         631.365               -3.14502e+06                  -731884             0
         633.312               -3.07555e+06                  -613493             0
         635.262               -2.81849e+06                  -119588             0
         637.215               -2.72118e+06                    54745             0
         639.171               -3.00511e+06                  -533753             0
          641.13               -3.02288e+06                  -589540             0
         643.092               -2.67583e+06                  84888.4             0
         645.058                 -2.972e+06                  -527788             0
         647.026               -2.87592e+06                  -355437             0
         648.997               -2.74271e+06                  -108626             0
         650.971                -2.9743e+06                  -591787             0
         652.948               -2.68223e+06                 -26851.8             0
         654.928               -2.92759e+06                  -537377             0
         656.911               -2.76143e+06                  -224214             0
         658.898               -2.71903e+06                  -158684             0
         660.887               -2.96746e+06                  -675007             0
         662.879               -2.60918e+06                    22898             0
         664.874               -2.71515e+06                  -208182             0
         666.872               -2.94986e+06                  -696761             0
         668.873               -2.76732e+06                  -350265             0
         670.877                -2.5494e+06                  67135.1             0
         672.884                -2.5777e+06                  -8130.8             0
         674.894               -2.72853e+06                  -328491             0
         676.908               -2.84106e+06                  -572107             0
         678.924               -2.87979e+06                  -667927             0
         680.943               -2.87701e+06                  -680599             0
         682.965               -2.86559e+06                  -675900             0
          684.99               -2.85652e+06                  -675793             0
         687.018               -2.83659e+06                  -653873             0
         689.049               -2.77223e+06                  -542958             0
         691.083               -2.63552e+06                  -287154             0
          693.12               -2.47301e+06                  20353.7             0
          695.16               -2.44907e+06                  50680.5             0
         697.203               -2.65645e+06                  -381859             0
          699.25               -2.78089e+06                  -648323             0
         701.299               -2.51143e+06                  -126434             0
         703.351               -2.44888e+06                 -18515.1             0
         705.406               -2.75407e+06                  -646425             0
         707.464               -2.45255e+06                 -60122.4             0
         709.525               -2.56019e+06                  -292530             0
         711.589               -2.60099e+06                  -391110             0
         713.656               -2.44767e+06                  -101107             0
         715.726               -2.60311e+06                  -428964             0
         717.799               -2.48049e+06                  -200217             0
         719.875               -2.45963e+06                  -175102             0
         721.954               -2.64312e+06                  -558789             0
         724.036               -2.31076e+06                  89887.7             0
         726.121               -2.53343e+06                  -372083             0
          728.21               -2.62186e+06                  -565303             0
         730.301               -2.34807e+06                 -33569.4             0
         732.395               -2.30361e+06                  39275.3             0
         734.492               -2.49282e+06                  -355411             0
         736.592               -2.61077e+06                  -607410             0
         738.695               -2.57737e+06                  -556445             0
         740.801               -2.47976e+06                  -376899             0
          742.91                -2.3948e+06                  -222609             0
         745.022               -2.34645e+06                  -141507             0
         747.137               -2.33382e+06                  -131807             0
         749.255               -2.35592e+06                  -191531             0
         751.376                -2.4146e+06                  -324392             0
           753.5               -2.49541e+06                  -501458             0
         755.627               -2.53717e+06                  -600326             0
         757.757               -2.44683e+06                  -434755             0
          759.89               -2.24218e+06                 -40337.4             0
         762.026               -2.18441e+06                  60218.3             0
         764.165               -2.41592e+06                  -418059             0
         766.307               -2.44658e+06                  -494360             0
         768.452               -2.15328e+06                  77746.7             0
           770.6               -2.35694e+06                  -344583             0
         772.751               -2.36693e+06                  -379295             0
         774.905               -2.15546e+06                  29274.2             0
         777.062               -2.44248e+06                  -559681             0
         779.222               -2.11132e+06                  88541.7             0
         781.385               -2.42545e+06                  -554534             0
         783.551               -2.12854e+06                  25284.6             0
          785.72               -2.31393e+06                  -360041             0
         787.892               -2.30161e+06                  -349594             0
         790.067               -2.07728e+06                  85165.9             0
         792.245                -2.3413e+06                  -457306             0
         794.426               -2.31623e+06                  -421147             0
          796.61               -2.07541e+06                  46816.5             0
         798.797               -2.09463e+06                 -5563.16             0
         800.987               -2.27014e+06                  -370628             0
          803.18               -2.35514e+06                  -554495             0
         805.376               -2.31709e+06                  -492053             0
         807.575               -2.23541e+06                  -342255             0
         809.777               -2.16881e+06                  -222541             0
         811.982               -2.13475e+06                  -167913             0
          814.19               -2.13386e+06                  -179581             0
         816.401               -2.16606e+06                  -257414             0
         818.615               -2.22676e+06                  -392219             0
         820.832               -2.28521e+06                  -522469             0
         823.052               -2.26913e+06                  -503521             0
         825.275               -2.12317e+06                  -224572             0
         827.501               -1.96232e+06                  84228.5             0
          829.73               -2.04263e+06                 -89495.1             0
         831.962               -2.25116e+06                  -519791             0
         834.197               -2.09291e+06                  -216031             0
         836.435                -1.9491e+06                  58917.3             0
         838.676               -2.22825e+06                  -512514             0
         840.919               -1.98495e+06                 -38362.6             0
         843.166                -2.0897e+06                  -260646             0
         845.416               -2.07217e+06                  -238201             0
         847.669               -2.03477e+06                  -175920             0
         849.925               -2.03652e+06                  -191947             0
         852.184                 -2.105e+06                  -341414             0
         854.446               -1.90074e+06                  54932.1             0
         856.711               -2.17571e+06                  -507661             0
         858.979               -1.96853e+06                  -105329             0
          861.25               -1.89676e+06                  26038.1             0
         863.524               -2.12417e+06                  -441228             0
         865.801               -2.10157e+06                  -408097             0
         868.081               -1.90766e+06                 -32114.2             0
         870.364               -1.83729e+06                  96691.8             0
          872.65               -1.90865e+06                 -58092.2             0
         874.938               -2.00705e+06                  -266917             0
          877.23               -2.06826e+06                  -401255             0
         879.525               -2.09078e+06                  -458126             0
         881.823               -2.09123e+06                  -470774             0
         884.124               -2.07733e+06                  -454639             0
         886.428               -2.04137e+06                  -394338             0
         888.735               -1.96738e+06                  -257852             0
         891.045               -1.85816e+06                 -50826.2             0
         893.358                -1.7783e+06                  97511.4             0
         895.674               -1.83828e+06                 -33956.9             0
         897.992               -2.01349e+06                  -395993             0
         900.314               -2.01645e+06                  -413267             0
         902.639               -1.78638e+06                  35869.7             0
         904.967               -1.85166e+06                  -106003             0
         907.298               -2.02833e+06                  -470743             0
         909.632                -1.7554e+06                  64300.2             0
         911.969               -1.94488e+06                  -325981             0
         914.309               -1.85432e+06                  -155811             0
         916.652               -1.85712e+06                  -172396             0
         918.997               -1.86212e+06                  -193365             0
         921.346               -1.88459e+06                  -249220             0
         923.698               -1.75958e+06                 -9927.66             0
         926.053               -1.97973e+06                  -461292             0
         928.411               -1.71848e+06                  50774.4             0
         930.772               -1.81855e+06                  -160218             0
         933.136               -1.96275e+06                  -459461             0
         935.503               -1.77398e+06                   -92316             0
         937.872               -1.67622e+06                  92735.4             0
         940.245               -1.79612e+06                  -157744             0
         942.621               -1.91824e+06                  -412601             0
             945               -1.93185e+06                  -450272             0
         947.382               -1.87706e+06                  -351031             0
         949.767               -1.81594e+06                  -239066             0
         952.154                -1.7774e+06                  -172248             0
         954.545               -1.76714e+06                  -161974             0
         956.939               -1.78513e+06                  -208210             0
         959.336               -1.82864e+06                  -305448             0
         961.736               -1.87891e+06                  -416182             0
         964.139               -1.88469e+06                  -437858             0
         966.545               -1.78809e+06                  -254587             0
         968.953               -1.63623e+06                  39314.8             0
         971.365               -1.63531e+06                    31192             0
          973.78               -1.82494e+06                  -358207             0
         976.198               -1.80054e+06                  -319271             0
         978.619                -1.5878e+06                  96632.5             0
         981.042               -1.78221e+06                  -302210             0
         983.469               -1.73864e+06                  -224790             0
         985.899               -1.61754e+06                  7840.75             0
         988.332               -1.81529e+06                  -397580             0
         990.768               -1.57489e+06                  73881.1             0
         993.207               -1.80479e+06                  -395784             0
         995.648               -1.59718e+06                  10147.9             0
         998.093               -1.70914e+06                  -223442             0
         1000.54               -1.73819e+06                  -291036             0
         1002.99               -1.54034e+06                  95468.7             0
         1005.45               -1.73971e+06                  -312918             0
          1007.9               -1.74753e+06                  -337920             0
         1010.36               -1.55476e+06                  38550.3             0
         1012.82               -1.55186e+06                  35050.7             0
         1015.29               -1.68891e+06                  -248445             0
         1017.76                -1.7668e+06                  -413516             0
         1020.23               -1.74619e+06                  -381443             0
         1022.71               -1.68568e+06                  -269465             0
         1025.18               -1.63371e+06                  -174550             0
         1027.66               -1.60657e+06                  -129285             0
         1030.15               -1.60574e+06                  -136649             0
         1032.64               -1.63104e+06                  -196245             0
         1035.13               -1.67817e+06                  -299512             0
         1037.62               -1.72255e+06                  -397232             0
         1040.11                -1.7081e+06                  -377173             0
         1042.61               -1.59303e+06                  -155746             0
         1045.11               -1.46806e+06                  85553.2             0
         1047.62               -1.53248e+06                 -52112.5             0
         1050.13               -1.69837e+06                  -392814             0
         1052.64               -1.57648e+06                  -157577             0
         1055.15                -1.4595e+06                  67867.6             0
         1057.67               -1.68177e+06                  -385561             0
         1060.19               -1.49548e+06                 -21333.4             0
         1062.71               -1.56888e+06                  -176771             0
         1065.24               -1.56903e+06                  -185593             0
         1067.76               -1.52503e+06                  -106004             0
          1070.3               -1.54433e+06                  -153091             0
         1072.83                -1.5812e+06                  -235270             0
         1075.37               -1.43512e+06                  48677.6             0
         1077.91               -1.65055e+06                  -390780             0
         1080.45               -1.47249e+06                 -42753.9             0
            1083                -1.4377e+06                  18580.5             0
         1085.55               -1.61847e+06                  -351422             0
          1088.1               -1.58024e+06                  -283115             0
         1090.66               -1.42603e+06                  17319.7             0
         1093.22               -1.38772e+06                  85836.6             0
         1095.78               -1.45818e+06                 -63291.8             0
         1098.34               -1.53898e+06                  -233064             0
         1100.91               -1.58395e+06                  -331118             0
         1103.48               -1.59794e+06                  -367126             0
         1106.06               -1.59735e+06                  -373924             0
         1108.63               -1.58946e+06                  -366098             0
         1111.21               -1.56793e+06                  -330922             0
          1113.8               -1.51693e+06                  -236752             0
         1116.38               -1.43049e+06                 -71636.4             0
         1118.97               -1.35038e+06                  80848.7             0
         1121.56               -1.37149e+06                  30816.8             0
         1124.16               -1.51051e+06                  -255149             0
         1126.75               -1.55269e+06                  -347310             0
         1129.35               -1.37469e+06                  1201.75             0
         1131.96               -1.37808e+06                 -13250.9             0
         1134.56               -1.55264e+06                  -370226             0
         1137.17               -1.34985e+06                  27964.7             0
         1139.79               -1.45139e+06                  -182811             0
          1142.4               -1.44506e+06                  -177705             0
         1145.02               -1.37968e+06                 -54376.3             0
         1147.64                -1.4538e+06                  -210226             0
         1150.27               -1.40073e+06                  -111471             0
          1152.9               -1.37064e+06                 -58717.5             0
         1155.53                -1.4991e+06                  -323182             0
         1158.16               -1.29011e+06                  87656.8             0
          1160.8               -1.42673e+06                  -193105             0
         1163.44               -1.48745e+06                  -321926             0
         1166.08               -1.31648e+06                  12917.7             0
         1168.72               -1.29172e+06                  55184.1             0
         1171.37               -1.41447e+06                  -197707             0
         1174.02               -1.48747e+06                  -350996             0
         1176.68               -1.46233e+06                  -307856             0
         1179.34               -1.39807e+06                  -186420             0
            1182               -1.34415e+06                 -85650.1             0
         1184.66               -1.31432e+06                 -33050.8             0
         1187.33               -1.30643e+06                   -24336             0
            1190               -1.31931e+06                 -57158.2             0
         1192.67               -1.35564e+06                  -136892             0
         1195.35               -1.41089e+06                  -254453             0
         1198.02               -1.45202e+06                  -343724             0
         1200.71               -1.41652e+06                  -279628             0
         1203.39               -1.29199e+06                 -37329.1             0
         1206.08               -1.22619e+06                    87465             0
         1208.77               -1.35712e+06                  -181410             0
         1211.46               -1.42153e+06                  -317148             0
         1214.16               -1.23496e+06                  49393.3             0
         1216.86               -1.31741e+06                  -122370             0
         1219.56                -1.3871e+06                  -268603             0
         1222.27               -1.20833e+06                  82419.5             0
         1224.98               -1.41525e+06                  -338388             0
         1227.69               -1.19711e+06                  91485.6             0
          1230.4               -1.40769e+06                  -336589             0
         1233.12               -1.19386e+06                  84684.3             0
         1235.84               -1.36956e+06                  -273539             0
         1238.56               -1.28068e+06                  -102231             0
         1241.29               -1.20833e+06                  35973.4             0
         1244.02               -1.38191e+06                  -317929             0
         1246.75               -1.29231e+06                  -145119             0
         1249.49               -1.17075e+06                  91654.5             0
         1252.23               -1.24802e+06                 -69439.9             0
         1254.97               -1.35605e+06                  -292059             0
         1257.71               -1.36257e+06                  -311510             0
         1260.46                -1.3008e+06                  -194290             0
         1263.21               -1.23661e+06                 -72192.2             0
         1265.97               -1.19655e+06                  1628.29             0
         1268.72               -1.17881e+06                  30805.7             0
         1271.48               -1.17734e+06                  27465.4             0
         1274.24               -1.19292e+06                 -9987.91             0
         1277.01               -1.23184e+06                 -94134.6             0
         1279.78               -1.29171e+06                  -220163             0
         1282.55                -1.3369e+06                  -316807             0
         1285.32               -1.30025e+06                  -249652             0
          1288.1               -1.17729e+06                 -9738.24             0
         1290.88                -1.1327e+06                  73378.4             0
         1293.67               -1.27265e+06                  -212801             0
         1296.45                -1.2903e+06                  -254232             0
         1299.24               -1.11844e+06                  83643.2             0
         1302.03               -1.25633e+06                  -198338             0
         1304.83               -1.23243e+06                  -156545             0
         1307.63               -1.14351e+06                    15411             0
         1310.43               -1.28454e+06                  -272819             0
         1313.24               -1.11726e+06                  56000.6             0
         1316.04               -1.27076e+06                  -257119             0
         1318.85               -1.15022e+06                 -21797.9             0
         1321.67               -1.18013e+06                 -87558.4             0
         1324.48               -1.26517e+06                  -263616             0
          1327.3               -1.08971e+06                  81671.2             0
         1330.13               -1.19171e+06                  -128282             0
         1332.95               -1.27398e+06                  -298736             0
         1335.78               -1.15024e+06                 -56872.8             0
         1338.61               -1.07419e+06                  89529.4             0
         1341.45                -1.1319e+06                   -31703             0
         1344.28               -1.21728e+06                  -208292             0
         1347.12               -1.25734e+06                  -294147             0
         1349.97               -1.25596e+06                  -297076             0
         1352.81               -1.24097e+06                  -272741             0
         1355.66               -1.23136e+06                  -259149             0
         1358.52               -1.23322e+06                  -268498             0
         1361.37               -1.24189e+06                  -291445             0
         1364.23               -1.24035e+06                  -293958             0
         1367.09               -1.20152e+06                  -221816             0
         1369.96               -1.11564e+06                 -55484.3             0
         1372.82               -1.04284e+06                  84685.4             0
         1375.69               -1.09178e+06                 -18747.7             0
         1378.57                 -1.215e+06                  -270832             0
         1381.44               -1.16106e+06                  -168366             0
         1384.32               -1.03009e+06                  88303.8             0
         1387.21                -1.1745e+06                  -206106             0
         1390.09               -1.14077e+06                  -144033             0
         1392.98               -1.04765e+06                    36938             0
         1395.87               -1.20253e+06                  -278369             0
         1398.77               -1.01828e+06                  85003.8             0
         1401.66               -1.20083e+06                  -285643             0
         1404.56               -1.01968e+06                  71554.4             0
         1407.47               -1.16498e+06                  -224513             0
         1410.37               -1.09147e+06                 -82675.1             0
         1413.28               -1.03379e+06                  27494.7             0
          1416.2               -1.18547e+06                  -281290             0
         1419.11               -1.08202e+06                 -79472.2             0
         1422.03                    -998419                    82624             0
         1424.95               -1.09881e+06                  -123475             0
         1427.88               -1.17485e+06                  -280805             0
          1430.8                -1.1367e+06                  -209600             0
         1433.73               -1.05808e+06                 -57389.7             0
         1436.67               -1.00431e+06                  45096.4             0
          1439.6                    -983319                  82017.9             0
         1442.54                    -978522                  86540.9             0
         1445.49                    -976290                  85951.3             0
         1448.43                    -973775                    85945             0
         1451.38                    -979457                  69552.3             0
         1454.33               -1.01009e+06                  3253.22             0
         1457.29               -1.07425e+06                  -130144             0
         1460.24               -1.13729e+06                  -261259             0
          1463.2               -1.11596e+06                  -223542             0
         1466.17                    -999013                  5555.92             0
         1469.13                    -972333                  54035.1             0
          1472.1               -1.10963e+06                  -225620             0
         1475.07               -1.06917e+06                  -149552             0
         1478.05                    -953567                  76931.5             0
         1481.03               -1.11732e+06                  -255617             0
         1484.01                    -981844                  10650.5             0
         1486.99                -1.0566e+06                  -143763             0
         1489.98               -1.01309e+06                 -61493.2             0
         1492.97               -1.04839e+06                  -136913             0
         1495.97                    -977413                  337.633             0
         1498.96               -1.09682e+06                  -243370             0
         1501.96                    -931667                  82397.5             0
         1504.96               -1.05771e+06                  -174575             0
         1507.97               -1.06353e+06                  -190918             0
         1510.98                    -928875                  73868.6             0
         1513.99                    -982595                 -38315.4             0
            1517               -1.08421e+06                  -246321             0
         1520.02               -1.06635e+06                  -215228             0
         1523.04                    -983841                 -54726.9             0
         1526.07                    -925623                  57165.8             0
         1529.09                    -909893                  84046.8             0
         1532.12                    -915357                  68530.3             0
         1535.15                    -921242                  52187.6             0
         1538.19                    -918248                  53629.6             0
         1541.23                    -907112                  71383.2             0
         1544.27                    -898767                    83565             0
         1547.31                    -914977                  46624.7             0
         1550.36                    -973839                 -75657.1             0
         1553.41               -1.04733e+06                  -227211             0
         1556.46               -1.04246e+06                  -221927             0
         1559.52                    -930055                 -1421.43             0
         1562.58                    -900609                  53084.1             0
         1565.64               -1.03343e+06                  -217126             0
         1568.71                    -980906                  -116428             0
         1571.78                    -889845                  61425.9             0
         1574.85               -1.04358e+06                  -250593             0
         1577.92                    -890477                  51428.6             0
            1581               -1.00931e+06                  -190723             0
         1584.08                    -904492                  14712.7             0
         1587.16               -1.01042e+06                  -201583             0
         1590.25                    -873945                  67232.8             0
         1593.34               -1.02929e+06                  -247919             0
         1596.43                    -893008                  20533.9             0
         1599.53                    -918885                 -35515.4             0
         1602.62                -1.0223e+06                  -246712             0
         1605.73                    -914086                 -34374.6             0
         1608.83                    -857153                  75338.6             0
         1611.94                    -939145                 -92947.6             0
         1615.05               -1.00812e+06                  -235165             0
         1618.16                    -997214                  -217510             0
         1621.28                    -946836                  -120850             0
          1624.4                    -901743                 -34757.7             0
         1627.52                    -875722                  13181.9             0
         1630.64                    -865823                  28871.7             0
         1633.77                    -868728                  18953.7             0
          1636.9                    -886573                 -20849.9             0
         1640.04                    -923200                 -98227.1             0
         1643.18                    -970050                  -196051             0
         1646.32                    -989261                  -238554             0
         1649.46                    -933568                  -131144             0
         1652.61                    -839218                  53643.7             0
         1655.76                    -855363                  17327.4             0
         1658.91                    -971213                  -218514             0
         1662.06                    -910830                  -101671             0
         1665.22                    -824477                  67169.7             0
         1668.38                    -968037                  -224086             0
         1671.55                    -850336                  7503.39             0
         1674.71                    -904366                  -104551             0
         1677.88                    -890588                 -80911.4             0
         1681.06                    -885880                   -75395             0
         1684.23                    -868813                 -45146.6             0
         1687.41                    -928438                  -168350             0
          1690.6                    -806517                    71761             0
         1693.78                    -946641                  -212520             0
         1696.97                    -874509                 -72013.1             0
         1700.16                    -801800                  69648.6             0
         1703.35                    -908581                  -147869             0
         1706.55                    -941614                  -217782             0
         1709.75                    -859120                   -56494             0
         1712.96                    -794555                  68921.2             0
         1716.16                    -797457                  59332.8             0
         1719.37                    -833642                 -16847.6             0
         1722.58                    -866873                 -87103.9             0
          1725.8                    -884530                  -126180             0
         1729.02                    -886685                  -134224             0
         1732.24                    -874150                  -112858             0
         1735.46                    -845695                   -59619             0
         1738.69                    -804930                  18264.5             0
         1741.92                    -774038                  76405.8             0
         1745.15                    -794373                  32042.6             0
         1748.39                    -874559                  -132086             0
         1751.63                    -916820                  -220312             0
         1754.87                    -825042                 -40285.8             0
         1758.12                    -770949                  64343.2             0
         1761.36                    -893529                  -184579             0
         1764.62                    -842868                 -86805.1             0
         1767.87                    -777810                  39802.8             0
         1771.13                    -904840                  -217995             0
         1774.39                    -756118                  76058.7             0
         1777.65                    -899457                  -214350             0
         1780.92                    -753288                  74613.3             0
         1784.19                    -897879                  -218280             0
         1787.46                    -760252                    53616             0
         1790.73                    -842712                  -114925             0
         1794.01                    -859497                  -152012             0
         1797.29                    -743833                  75958.5             0
         1800.58                    -825655                 -91272.1             0
         1803.86                    -884731                  -212963             0
         1807.16                    -806670                 -60206.8             0
         1810.45                    -739504                  70753.7             0
         1813.74                    -753485                  39328.7             0
         1817.04                    -803882                 -64957.2             0
         1820.35                    -843820                  -148300             0
         1823.65                    -862504                  -189098             0
         1826.96                    -867310                  -202114             0
         1830.27                    -865214                  -201308             0
         1833.58                    -855984                  -186217             0
          1836.9                    -832439                  -142466             0
         1840.22                    -787948                 -56789.3             0
         1843.55                    -735432                  44959.4             0
         1846.87                    -722996                  66511.1             0
          1850.2                    -790014                 -70929.6             0
         1853.53                    -857201                  -208705             0
         1856.87                    -786668                 -70866.4             0
         1860.21                    -714120                  71024.7             0
         1863.55                    -828633                  -161425             0
         1866.89                    -789803                 -87002.4             0
         1870.24                    -725882                  37655.6             0
         1873.59                    -843823                  -201631             0
         1876.94                    -703943                  75050.5             0
          1880.3                    -842681                  -205830             0
         1883.66                    -701049                  74373.9             0
         1887.02                    -832688                  -192282             0
         1890.38                    -728875                  12263.1             0
         1893.75                    -753977                 -41178.6             0
         1897.12                    -827129                  -190756             0
          1900.5                    -710568                  39327.1             0
         1903.88                    -725891                  5484.23             0
         1907.26                    -818771                  -183547             0
         1910.64                    -804168                  -157472             0
         1914.03                    -728057                 -8301.91             0
         1917.41                    -686756                    71212             0
         1920.81                    -693623                  54342.4             0
